Retailer,Retailer ID,Region,State,City,Product,Price per Unit,Unit Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,36,276,9936,4670,0.47,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,44,206,9064,4441,0.49,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,58,243,14094,6060,0.43,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,48,290,13920,5290,0.38,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,46,354,16284,10259,0.63,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,48,259,12432,5346,0.43,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,39,247,9633,4720,0.49,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,43,216,9288,4644,0.5,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,59,230,13570,5699,0.42,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,45,238,10710,3749,0.35,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,45,300,13500,8370,0.62,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,47,234,10998,4509,0.41,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,39,252,9828,4914,0.5,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,41,239,9799,4802,0.49,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,56,215,12040,5057,0.42,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,49,238,11662,4315,0.37,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,54,317,17118,10956,0.64,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,50,259,12950,5180,0.4,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,46,261,12006,5643,0.47,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,46,230,10580,5078,0.48,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,59,245,14455,6505,0.45,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,59,290,17110,6160,0.36,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,55,313,17215,10501,0.61,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,54,270,14580,5978,0.41,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,46,278,12788,6138,0.48,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,47,261,12267,5520,0.45,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,55,252,13860,6237,0.45,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,64,305,19520,7613,0.39,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,59,319,18821,11293,0.6,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,53,267,14151,5943,0.42,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,46,247,11362,5113,0.45,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,46,243,11178,5142,0.46,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,58,231,13398,5761,0.43,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,61,286,17446,6978,0.4,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,58,325,18850,11499,0.61,Online
Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,53,308,16324,6693,0.41,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,45,257,11565,5320,0.46,Online
Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,47,241,11327,5324,0.47,Online
Walmart,1185732,Northeast,New York,New York,Men's Apparel,54,270,14580,6561,0.45,Online
Walmart,1185732,Northeast,New York,New York,Women's Apparel,62,290,17980,6653,0.37,Online
Walmart,1185732,Northeast,New York,New York,Men's Street Footwear,56,360,20160,12499,0.62,Online
Walmart,1185732,Northeast,New York,New York,Men's Athletic Footwear,50,270,13500,5940,0.44,Online
Walmart,1185732,Northeast,New York,New York,Women's Street Footwear,47,268,12596,5920,0.47,Online
Walmart,1185732,Northeast,New York,New York,Women's Athletic Footwear,47,252,11844,5448,0.46,Online
Walmart,1185732,Northeast,New York,New York,Men's Apparel,58,252,14616,5846,0.4,Online
Walmart,1185732,Northeast,New York,New York,Women's Apparel,59,280,16520,6608,0.4,Online
Walmart,1185732,Northeast,New York,New York,Men's Apparel,64,236,15104,6344,0.42,Online
Walmart,1185732,Northeast,New York,New York,Women's Apparel,68,290,19720,7494,0.38,Online
Walmart,1185732,Northeast,New York,New York,Men's Street Footwear,60,299,17940,10764,0.6,Online
Walmart,1185732,Northeast,New York,New York,Men's Athletic Footwear,53,273,14469,6222,0.43,Online
Walmart,1185732,Northeast,New York,New York,Women's Street Footwear,52,258,13416,6440,0.48,Online
Walmart,1185732,Northeast,New York,New York,Women's Athletic Footwear,50,252,12600,6174,0.49,Online
Walmart,1185732,Northeast,New York,New York,Men's Apparel,64,254,16256,6828,0.42,Online
Walmart,1185732,Northeast,New York,New York,Women's Apparel,66,263,17358,6422,0.37,Online
Walmart,1185732,Northeast,New York,New York,Men's Street Footwear,62,312,19344,12380,0.64,Online
Walmart,1185732,Northeast,New York,New York,Men's Athletic Footwear,51,300,15300,6426,0.42,Online
Walmart,1185732,Northeast,New York,New York,Women's Street Footwear,54,285,15390,7233,0.47,Online
Walmart,1185732,Northeast,New York,New York,Women's Athletic Footwear,54,225,12150,5589,0.46,Online
Walmart,1185732,Northeast,New York,New York,Men's Apparel,60,261,15660,6734,0.43,Online
Walmart,1185732,Northeast,New York,New York,Women's Apparel,68,290,19720,6902,0.35,Online
Sports Direct,1197831,Northeast,New York,New York,Men's Street Footwear,24,234,5616,2640,0.47,Online
Sports Direct,1197831,Northeast,New York,New York,Men's Athletic Footwear,34,225,7650,3749,0.49,Online
Sports Direct,1197831,Northeast,New York,New York,Women's Street Footwear,33,210,6930,3188,0.46,Online
Sports Direct,1197831,Northeast,New York,New York,Women's Athletic Footwear,34,175,5950,3273,0.55,Online
Sports Direct,1197831,South,Texas,Houston,Men's Apparel,36,154,5544,2384,0.43,Online
Sports Direct,1197831,South,Texas,Houston,Women's Apparel,34,203,6902,4417,0.64,Online
Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,23,213,4899,2450,0.5,Online
Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,33,255,8415,3787,0.45,Online
Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,32,176,5632,2534,0.45,Online
Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,34,175,5950,3570,0.6,Online
Sports Direct,1197831,South,Texas,Houston,Men's Apparel,38,125,4750,2138,0.45,Online
Sports Direct,1197831,South,Texas,Houston,Women's Apparel,34,196,6664,4198,0.63,Online
Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,29,254,7366,3315,0.45,Online
Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,39,236,9204,4142,0.45,Online
Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,32,182,5824,2854,0.49,Online
Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,37,174,6438,3734,0.58,Online
Sports Direct,1197831,South,Texas,Houston,Men's Apparel,41,125,5125,2050,0.4,Online
Sports Direct,1197831,South,Texas,Houston,Women's Apparel,39,189,7371,4423,0.6,Online
Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,27,234,6318,3033,0.48,Online
Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,38,225,8550,3848,0.45,Online
Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,34,203,6902,3175,0.46,Online
Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,36,163,5868,3462,0.59,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,42,147,6174,2593,0.42,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,39,232,9048,5519,0.61,Online
Walmart,1197831,South,Texas,Houston,Men's Street Footwear,29,268,7772,3731,0.48,Online
Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,38,259,9842,4527,0.46,Online
Walmart,1197831,South,Texas,Houston,Women's Street Footwear,33,225,7425,3564,0.48,Online
Walmart,1197831,South,Texas,Houston,Women's Athletic Footwear,39,189,7371,4275,0.58,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,42,168,7056,2822,0.4,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,37,276,10212,6434,0.63,Online
Walmart,1197831,South,Texas,Houston,Men's Street Footwear,39,238,9282,4363,0.47,Online
Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,42,238,9996,4498,0.45,Online
Walmart,1197831,South,Texas,Houston,Women's Street Footwear,37,232,8584,4206,0.49,Online
Walmart,1197831,South,Texas,Houston,Women's Athletic Footwear,38,203,7714,4397,0.57,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,41,169,6929,3118,0.45,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,47,250,11750,7520,0.64,Online
Walmart,1197831,South,Texas,Houston,Men's Street Footwear,37,238,8806,3963,0.45,Online
Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,42,238,9996,4598,0.46,Online
Walmart,1197831,South,Texas,Houston,Women's Street Footwear,37,319,11803,5311,0.45,Online
Walmart,1197831,South,Texas,Houston,Women's Athletic Footwear,36,210,7560,4536,0.6,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,41,196,8036,3214,0.4,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,47,293,13771,8676,0.63,Online
Walmart,1197831,South,Texas,Houston,Men's Street Footwear,37,268,9916,4859,0.49,Online
Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,41,259,10619,4779,0.45,Online
Walmart,1197831,South,Texas,Houston,Women's Street Footwear,39,297,11583,5328,0.46,Online
Walmart,1197831,South,Texas,Houston,Women's Athletic Footwear,38,189,7182,4237,0.59,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,41,169,6929,2772,0.4,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,46,225,10350,6728,0.65,Online
Walmart,1197831,South,Texas,Houston,Men's Street Footwear,44,255,11220,5386,0.48,Online
Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,41,213,8733,4017,0.46,Online
Walmart,1197831,South,Texas,Houston,Women's Street Footwear,46,234,10764,5274,0.49,Online
Walmart,1197831,South,Texas,Houston,Women's Athletic Footwear,47,181,8507,4679,0.55,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,44,175,7700,3311,0.43,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,50,213,10650,6816,0.64,Online
Walmart,1197831,South,Texas,Houston,Men's Street Footwear,44,240,10560,5280,0.5,Online
Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,43,216,9288,4365,0.47,Online
Walmart,1197831,South,Texas,Houston,Women's Street Footwear,48,188,9024,4241,0.47,Online
Walmart,1197831,South,Texas,Houston,Women's Athletic Footwear,45,168,7560,4385,0.58,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,42,150,6300,2583,0.41,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,53,210,11130,6901,0.62,Online
Walmart,1197831,South,Texas,Houston,Men's Street Footwear,43,234,10062,4930,0.49,Online
Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,43,243,10449,5120,0.49,Online
Walmart,1197831,South,Texas,Houston,Women's Street Footwear,47,206,9682,4647,0.48,Online
Walmart,1197831,South,Texas,Houston,Women's Athletic Footwear,48,203,9744,5359,0.55,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,42,195,8190,3686,0.45,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,51,247,12597,7810,0.62,Online
Walmart,1197831,South,Texas,Houston,Men's Street Footwear,41,238,9758,4684,0.48,Online
Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,44,285,12540,6019,0.48,Online
Walmart,1197831,South,Texas,Houston,Women's Street Footwear,47,255,11985,5873,0.49,Online
Walmart,1197831,South,Texas,Houston,Women's Athletic Footwear,47,182,8554,4961,0.58,Online
Walmart,1197831,South,Texas,Houston,Men's Apparel,42,169,7098,3194,0.45,Online
Walmart,1197831,South,Texas,Houston,Women's Apparel,53,261,13833,8576,0.62,Online
West Gear,1128299,South,Texas,Houston,Men's Street Footwear,37,209,7733,3480,0.45,Online
West Gear,1128299,South,Texas,Houston,Men's Athletic Footwear,49,194,9506,2947,0.31,Online
West Gear,1128299,South,Texas,Houston,Women's Street Footwear,46,217,9982,4492,0.45,Online
West Gear,1128299,South,Texas,Houston,Women's Athletic Footwear,48,175,8400,3360,0.4,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,51,161,8211,5173,0.63,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,49,233,11417,2854,0.25,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,37,223,8251,4126,0.5,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,49,210,10290,3190,0.31,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,49,196,9604,4706,0.49,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,47,150,7050,2961,0.42,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,50,140,7000,4270,0.61,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,46,182,8372,2344,0.28,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,49,230,11270,5072,0.45,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,58,175,10150,3045,0.3,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,55,203,11165,5248,0.47,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,58,174,10092,4340,0.43,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,62,145,8990,5664,0.63,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,54,210,11340,3062,0.27,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,56,228,12768,6001,0.47,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,62,203,12586,3776,0.3,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,64,210,13440,6720,0.5,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,54,188,10152,4162,0.41,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,59,152,8968,5829,0.65,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,72,203,14616,3946,0.27,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,56,252,14112,7056,0.5,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,64,225,14400,5184,0.36,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,60,218,13080,6671,0.51,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,56,182,10192,4586,0.45,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,60,154,9240,6098,0.66,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,72,189,13608,4491,0.33,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,56,273,15288,7644,0.5,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,63,248,15624,5781,0.37,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,64,206,13184,7251,0.55,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,59,210,12390,6071,0.49,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,62,155,9610,6343,0.66,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,72,219,15768,5519,0.35,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,56,277,15512,6980,0.45,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,59,245,14455,4915,0.34,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,62,248,15376,7073,0.46,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,55,218,11990,4796,0.4,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,64,233,14912,9544,0.64,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,72,233,16776,4865,0.29,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,62,273,16926,7786,0.46,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,66,259,17094,5128,0.3,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,60,200,12000,5640,0.47,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,59,188,11092,4548,0.41,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,69,188,12972,7913,0.61,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,76,181,13756,3439,0.25,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,51,241,12291,5162,0.42,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,56,268,15008,4202,0.28,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,52,225,11700,4680,0.4,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,53,203,10759,3766,0.35,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,63,218,13734,7966,0.58,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,65,217,14105,3385,0.24,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,51,236,12036,5416,0.45,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,59,219,12921,3747,0.29,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,50,182,9100,3822,0.42,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,51,203,10353,3727,0.36,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,59,182,10738,6228,0.58,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,63,196,12348,2840,0.23,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,52,263,13676,6017,0.44,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,58,236,13688,3422,0.25,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,50,210,10500,4200,0.4,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,53,210,11130,4452,0.4,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,63,163,10269,5853,0.57,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,67,202,13534,2842,0.21,Online
West Gear,1128299,West,California,San Francisco,Men's Street Footwear,51,293,14943,5977,0.4,Online
West Gear,1128299,West,California,San Francisco,Men's Athletic Footwear,58,273,15834,4275,0.27,Online
West Gear,1128299,West,California,San Francisco,Women's Street Footwear,52,233,12116,4846,0.4,Online
West Gear,1128299,West,California,San Francisco,Women's Athletic Footwear,51,194,9894,3958,0.4,Online
West Gear,1128299,West,California,San Francisco,Men's Apparel,59,175,10325,6195,0.6,Online
West Gear,1128299,West,California,San Francisco,Women's Apparel,67,208,13936,3205,0.23,Online
Kohl's,1189833,West,California,San Francisco,Men's Street Footwear,32,203,6496,3313,0.51,Online
Kohl's,1189833,West,California,San Francisco,Men's Athletic Footwear,41,196,8036,2893,0.36,Online
Kohl's,1189833,West,California,San Francisco,Women's Street Footwear,41,189,7749,4029,0.52,Online
Kohl's,1189833,West,California,San Francisco,Women's Athletic Footwear,41,160,6560,3214,0.49,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,49,145,7105,4689,0.66,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,41,182,7462,2313,0.31,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,34,225,7650,4055,0.53,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,43,195,8385,3354,0.4,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,44,169,7436,3718,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,41,152,6232,3054,0.49,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,46,113,5198,3535,0.68,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,41,176,7216,2165,0.3,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,32,216,6912,3456,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,41,195,7995,2798,0.35,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,42,169,7098,3904,0.55,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,41,154,6314,2841,0.45,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,46,106,4876,3316,0.68,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,41,188,7708,2698,0.35,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,43,240,10320,5160,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,49,156,7644,2752,0.36,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,49,175,8575,4716,0.55,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,43,152,6536,3203,0.49,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,49,119,5831,3848,0.66,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,62,174,10788,3560,0.33,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,41,208,8528,4435,0.52,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,47,169,7943,2780,0.35,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,45,163,7335,3814,0.52,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,41,154,6314,3031,0.48,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,45,131,5895,3832,0.65,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,64,181,11584,3591,0.31,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,44,270,11880,6534,0.55,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,47,225,10575,3701,0.35,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,48,203,9744,5359,0.55,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,44,175,7700,3696,0.48,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,45,125,5625,3881,0.69,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,60,200,12000,3720,0.31,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,41,238,9758,4977,0.51,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,46,216,9936,3776,0.38,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,47,218,10246,5328,0.52,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,44,189,8316,3992,0.48,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,46,189,8694,5738,0.66,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,59,203,11977,3593,0.3,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,47,252,11844,6159,0.52,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,51,221,11271,4508,0.4,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,48,218,10464,5337,0.51,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,47,169,7943,3813,0.48,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,58,182,10556,7073,0.67,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,61,189,11529,4035,0.35,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,47,213,10011,5406,0.54,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,50,247,12350,4570,0.37,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,46,196,9016,4508,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,46,176,8096,4048,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,58,163,9454,6334,0.67,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,59,189,11151,3457,0.31,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,49,224,10976,5488,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,51,232,11832,4260,0.36,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,49,176,8624,4398,0.51,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,48,175,8400,3780,0.45,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,56,174,9744,6626,0.68,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,62,176,10912,3819,0.35,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,49,231,11319,5660,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,54,215,11610,4412,0.38,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,47,169,7943,3972,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,47,176,8272,3722,0.45,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,55,174,9570,6603,0.69,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,59,189,11151,3791,0.34,Online
Kohl's,1189833,West,California,Los Angeles,Men's Street Footwear,49,225,11025,5623,0.51,Online
Kohl's,1189833,West,California,Los Angeles,Men's Athletic Footwear,50,243,12150,4617,0.38,Online
Kohl's,1189833,West,California,Los Angeles,Women's Street Footwear,46,182,8372,4521,0.54,Online
Kohl's,1189833,West,California,Los Angeles,Women's Athletic Footwear,49,210,10290,5145,0.5,Online
Kohl's,1189833,West,California,Los Angeles,Men's Apparel,55,156,8580,5577,0.65,Online
Kohl's,1189833,West,California,Los Angeles,Women's Apparel,59,196,11564,4047,0.35,Online
Foot Locker,1185732,West,California,Los Angeles,Men's Street Footwear,44,124,5456,2837,0.52,Online
Foot Locker,1185732,West,California,Los Angeles,Men's Athletic Footwear,41,77,3157,1452,0.46,Online
Foot Locker,1185732,West,California,Los Angeles,Women's Street Footwear,32,83,2656,1248,0.47,Online
Foot Locker,1185732,West,California,Los Angeles,Women's Athletic Footwear,37,34,1258,654,0.52,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Men's Apparel,53,47,2491,1221,0.49,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Women's Apparel,41,69,2829,1697,0.6,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Men's Street Footwear,44,158,6952,3546,0.51,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,51,2193,1031,0.47,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Women's Street Footwear,32,61,1952,898,0.46,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Women's Athletic Footwear,39,28,1092,579,0.53,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Men's Apparel,50,44,2200,1034,0.47,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Women's Apparel,43,77,3311,2152,0.65,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Men's Street Footwear,47,144,6768,3722,0.55,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,60,2760,1325,0.48,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Women's Street Footwear,37,68,2516,1132,0.45,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Women's Athletic Footwear,41,19,779,413,0.53,Online
Foot Locker,1185732,Midwest,Illinois,Chicago,Men's Apparel,56,38,2128,1000,0.47,Online
